ICD_CODE,vocabulary_id,ICD_string,PheCode,Phenotype,category,category_string
095.1,ICD9CM,Syphilis of lung,ID_019.1,Treponema pallidum [syphilis],01,Infections
095.2,ICD9CM,Syphilitic peritonitis,ID_019.1,Treponema pallidum [syphilis],01,Infections
095.3,ICD9CM,Syphilis of liver,ID_019.1,Treponema pallidum [syphilis],01,Infections
095.4,ICD9CM,Syphilis of kidney,ID_019.1,Treponema pallidum [syphilis],01,Infections
095.0,ICD9CM,Syphilitic episcleritis,ID_019.1,Treponema pallidum [syphilis],01,Infections
095,ICD9CM,"Other forms of late syphilis, with symptoms",ID_019.1,Treponema pallidum [syphilis],01,Infections
091.3,ICD9CM,Secondary syphilis of skin or mucous membranes,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.82,ICD9CM,Syphilitic myocarditis,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.24,ICD9CM,Syphilitic endocarditis of pulmonary valve,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.8,ICD9CM,Other forms of secondary syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.62,ICD9CM,Secondary syphilitic hepatitis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.61,ICD9CM,Secondary syphilitic periostitis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.52,ICD9CM,Syphilitic iridocyclitis (secondary),ID_019.1,Treponema pallidum [syphilis],01,Infections
091.6,ICD9CM,Secondary syphilis of viscera and bone,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.4,ICD9CM,Adenopathy due to secondary syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.5,ICD9CM,Uveitis due to secondary syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.50,ICD9CM,"Syphilitic uveitis, unspecified",ID_019.1,Treponema pallidum [syphilis],01,Infections
091.1,ICD9CM,Primary anal syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.2,ICD9CM,Other primary syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.0,ICD9CM,Genital syphilis (primary),ID_019.1,Treponema pallidum [syphilis],01,Infections
091,ICD9CM,"Early syphilis, symptomatic",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.49,ICD9CM,Other juvenile neurosyphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
090.40,ICD9CM,"Juvenile neurosyphilis, unspecified",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.3,ICD9CM,Syphilitic interstitial keratitis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.7,ICD9CM,"Secondary syphilis, relapse",ID_019.1,Treponema pallidum [syphilis],01,Infections
091.82,ICD9CM,Syphilitic alopecia,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.8,ICD9CM,Other specified cardiovascular syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.22,ICD9CM,Syphilitic endocarditis of aortic valve,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.23,ICD9CM,Syphilitic endocarditis of tricuspid valve,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.21,ICD9CM,Syphilitic endocarditis of mitral valve,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.1,ICD9CM,Syphilitic aortitis,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.2,ICD9CM,Syphilitic endocarditis,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.20,ICD9CM,"Syphilitic endocarditis of valve, unspecified",ID_019.1,Treponema pallidum [syphilis],01,Infections
092.9,ICD9CM,"Early syphilis, latent, unspecified",ID_019.1,Treponema pallidum [syphilis],01,Infections
093,ICD9CM,Cardiovascular syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
093.0,ICD9CM,"Aneurysm of aorta, specified as syphilitic",ID_019.1,Treponema pallidum [syphilis],01,Infections
091.9,ICD9CM,Secondary syphilis NOS,ID_019.1,Treponema pallidum [syphilis],01,Infections
092,ICD9CM,"Early syphilis, latent",ID_019.1,Treponema pallidum [syphilis],01,Infections
092.0,ICD9CM,"Early syphilis, latent, serological relapse after treatment",ID_019.1,Treponema pallidum [syphilis],01,Infections
091.89,ICD9CM,Other forms of secondary syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
091.81,ICD9CM,Acute syphilitic meningitis (secondary),ID_019.1,Treponema pallidum [syphilis],01,Infections
090.4,ICD9CM,Juvenile neurosyphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
647.0,ICD9CM,"Syphilis complicating pregnancy, childbirth, or the puerperium",ID_019.1,Treponema pallidum [syphilis],01,Infections
647.03,ICD9CM,"Syphilis, antepartum",ID_019.1,Treponema pallidum [syphilis],01,Infections
647.04,ICD9CM,"Syphilis, postpartum",ID_019.1,Treponema pallidum [syphilis],01,Infections
647.01,ICD9CM,"Syphilis of mother, complicating pregnancy, with delivery",ID_019.1,Treponema pallidum [syphilis],01,Infections
647.02,ICD9CM,"Syphilis of mother, complicating pregnancy, with delivery, with mention of postpartum complication",ID_019.1,Treponema pallidum [syphilis],01,Infections
091.51,ICD9CM,Syphilitic chorioretinitis (secondary),ID_019.1,Treponema pallidum [syphilis],01,Infections
091.69,ICD9CM,Secondary syphilis of other viscera,ID_019.1,Treponema pallidum [syphilis],01,Infections
104.0,ICD9CM,Nonvenereal endemic syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
647.00,ICD9CM,"Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.0,ICD9CM,"Early congenital syphilis, symptomatic",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.6,ICD9CM,"Late congenital syphilis, latent",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.2,ICD9CM,"Early congenital syphilis, unspecified",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.41,ICD9CM,Congenital syphilitic encephalitis,ID_019.1,Treponema pallidum [syphilis],01,Infections
090.42,ICD9CM,Congenital syphilitic meningitis,ID_019.1,Treponema pallidum [syphilis],01,Infections
090.5,ICD9CM,"Other late congenital syphilis, symptomatic",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.7,ICD9CM,"Late congenital syphilis, unspecified",ID_019.1,Treponema pallidum [syphilis],01,Infections
090.9,ICD9CM,Congenital syphilis NOS,ID_019.1,Treponema pallidum [syphilis],01,Infections
090.1,ICD9CM,"Early congenital syphilis, latent",ID_019.1,Treponema pallidum [syphilis],01,Infections
090,ICD9CM,Congenital syphilis,ID_019.1,Treponema pallidum [syphilis],01,Infections
103.3,ICD9CM,Pinta mixed lesions,ID_019.2,Treponema carateum,01,Infections
103,ICD9CM,Pinta,ID_019.2,Treponema carateum,01,Infections
103.0,ICD9CM,Primary lesions of pinta,ID_019.2,Treponema carateum,01,Infections
103.9,ICD9CM,Pinta NOS,ID_019.2,Treponema carateum,01,Infections
103.1,ICD9CM,Intermediate lesions of pinta,ID_019.2,Treponema carateum,01,Infections
103.2,ICD9CM,Late lesions of pinta,ID_019.2,Treponema carateum,01,Infections
087.0,ICD9CM,"Relapsing fever, louse-borne",ID_020,Borrelia,01,Infections
087.9,ICD9CM,Relapsing fever NOS,ID_020,Borrelia,01,Infections
087.1,ICD9CM,"Relapsing fever, tick-borne",ID_020,Borrelia,01,Infections
087,ICD9CM,Relapsing fever,ID_020,Borrelia,01,Infections
088.81,ICD9CM,Lyme disease,ID_020.1,Lyme disease,01,Infections
081.1,ICD9CM,Brill's disease,ID_021,Rickettsia,01,Infections
083,ICD9CM,Other rickettsioses,ID_021,Rickettsia,01,Infections
081.2,ICD9CM,Scrub typhus,ID_021,Rickettsia,01,Infections
080,ICD9CM,Louse-borne [epidemic] typhus,ID_021,Rickettsia,01,Infections
082.8,ICD9CM,Other specified tick-borne rickettsioses,ID_021,Rickettsia,01,Infections
082.9,ICD9CM,"Tick-borne rickettsiosis, unspecified",ID_021,Rickettsia,01,Infections
081.0,ICD9CM,Murine [endemic] typhus,ID_021,Rickettsia,01,Infections
083.2,ICD9CM,Rickettsialpox,ID_021,Rickettsia,01,Infections
083.8,ICD9CM,Other specified rickettsioses,ID_021,Rickettsia,01,Infections
082,ICD9CM,Tick-borne rickettsioses,ID_021,Rickettsia,01,Infections
083.9,ICD9CM,Rickettsiosis NOS,ID_021,Rickettsia,01,Infections
081.9,ICD9CM,Typhus NOS,ID_021,Rickettsia,01,Infections
081,ICD9CM,Other typhus,ID_021,Rickettsia,01,Infections
082.0,ICD9CM,Spotted fevers,ID_021.2,Spotted fever,01,Infections
082.3,ICD9CM,Queensland tick typhus,ID_021.2,Spotted fever,01,Infections
082.2,ICD9CM,North Asian tick fever,ID_021.2,Spotted fever,01,Infections
082.1,ICD9CM,Boutonneuse fever,ID_021.2,Spotted fever,01,Infections
082.40,ICD9CM,"Ehrlichiosis, unspecified",ID_022,Ehrlichiosis,01,Infections
082.49,ICD9CM,Other ehrlichiosis,ID_022,Ehrlichiosis,01,Infections
082.4,ICD9CM,Ehrlichiosis,ID_022,Ehrlichiosis,01,Infections
082.41,ICD9CM,Ehrlichiosis chafeensis [E. Chafeensis],ID_022,Ehrlichiosis,01,Infections
001.1,ICD9CM,Cholera due to Vibrio cholerae el tor,ID_023,Vibrio,01,Infections
001,ICD9CM,Cholera,ID_023,Vibrio,01,Infections
001.0,ICD9CM,Cholera due to Vibrio cholerae,ID_023,Vibrio,01,Infections
005.81,ICD9CM,Food poisoning due to Vibrio vulnificus,ID_023,Vibrio,01,Infections
005.4,ICD9CM,Food poisoning due to Vibrio parahaemolyticus,ID_023,Vibrio,01,Infections
001.9,ICD9CM,Cholera NOS,ID_023,Vibrio,01,Infections
033.9,ICD9CM,Whooping cough NOS,ID_024,Pertussis,01,Infections
484.3,ICD9CM,Pneumonia in whooping cough,ID_024,Pertussis,01,Infections
033.8,ICD9CM,Whooping cough due to other specified organism,ID_024,Pertussis,01,Infections
033.1,ICD9CM,Whooping cough due to bordetella parapertussis (b. parapertussis),ID_024,Pertussis,01,Infections
033.0,ICD9CM,Whooping cough due to bordetella pertussis (b. pertussis),ID_024,Pertussis,01,Infections
033,ICD9CM,Whooping cough,ID_024,Pertussis,01,Infections
041.04,ICD9CM,Group D Streptococcus [Enterococcus] infection in conditions classified elsewhere and of unspecified site,ID_025,Enterococcus,01,Infections
039.1,ICD9CM,Pulmonary actinomycosis,ID_026,Actinomyces and Nocardia,01,Infections
039.9,ICD9CM,Actinomycosis NOS,ID_026,Actinomyces and Nocardia,01,Infections
039.8,ICD9CM,Actinomycotic infection of other specified sites,ID_026,Actinomyces and Nocardia,01,Infections
039.2,ICD9CM,Abdominal actinomycosis,ID_026,Actinomyces and Nocardia,01,Infections
039.3,ICD9CM,Cervicofacial actinomycotic infection,ID_026,Actinomyces and Nocardia,01,Infections
039.4,ICD9CM,Madura foot,ID_026,Actinomyces and Nocardia,01,Infections
039,ICD9CM,Actinomycotic infections,ID_026,Actinomyces and Nocardia,01,Infections
039.0,ICD9CM,Cutaneous actinomycotic infection,ID_026,Actinomyces and Nocardia,01,Infections
004.1,ICD9CM,Shigella flexneri,ID_027,Shigella,01,Infections
004.3,ICD9CM,Shigella sonnei,ID_027,Shigella,01,Infections
004,ICD9CM,Shigellosis,ID_027,Shigella,01,Infections
004.0,ICD9CM,Shigella dysenteriae,ID_027,Shigella,01,Infections
004.2,ICD9CM,Shigella boydii,ID_027,Shigella,01,Infections
004.8,ICD9CM,Other specified shigella infections,ID_027,Shigella,01,Infections
004.9,ICD9CM,Shigellosis NOS,ID_027,Shigella,01,Infections
022.3,ICD9CM,Anthrax septicemia,ID_028,Bacillus,01,Infections
022.2,ICD9CM,Gastrointestinal anthrax,ID_028,Bacillus,01,Infections
022.0,ICD9CM,Cutaneous anthrax,ID_028,Bacillus,01,Infections
022.1,ICD9CM,Pulmonary anthrax,ID_028,Bacillus,01,Infections
484.5,ICD9CM,Pneumonia in anthrax,ID_028,Bacillus,01,Infections
022,ICD9CM,Anthrax,ID_028,Bacillus,01,Infections
022.9,ICD9CM,Anthrax NOS,ID_028,Bacillus,01,Infections
022.8,ICD9CM,Other specified manifestations of anthrax,ID_028,Bacillus,01,Infections
100.89,ICD9CM,Other specified leptospiral infections,ID_029,Leptospira,01,Infections
100.8,ICD9CM,Other specified leptospiral infections,ID_029,Leptospira,01,Infections
100,ICD9CM,Leptospirosis,ID_029,Leptospira,01,Infections
100.0,ICD9CM,Leptospirosis icterohemorrhagica,ID_029,Leptospira,01,Infections
100.9,ICD9CM,Leptospirosis unspecified,ID_029,Leptospira,01,Infections
100.81,ICD9CM,Leptospiral meningitis (aseptic),ID_029,Leptospira,01,Infections
008.43,ICD9CM,Intestinal infection due to campylobacter,ID_030,Campylobacter,01,Infections
027.0,ICD9CM,Listeriosis,ID_031,Listeria,01,Infections
020.5,ICD9CM,Pneumonic plague NOS,ID_032,Yersinia,01,Infections
020.3,ICD9CM,Primary pneumonic plague,ID_032,Yersinia,01,Infections
020.4,ICD9CM,Secondary pneumonic plague,ID_032,Yersinia,01,Infections
020.2,ICD9CM,Septicemic plague,ID_032,Yersinia,01,Infections
008.44,ICD9CM,Intestinal infection due to yersinia enterocolitica,ID_032,Yersinia,01,Infections
020,ICD9CM,Plague,ID_032,Yersinia,01,Infections
020.0,ICD9CM,Bubonic plague,ID_032,Yersinia,01,Infections
020.9,ICD9CM,Plague NOS,ID_032,Yersinia,01,Infections
020.1,ICD9CM,Cellulocutaneous plague,ID_032,Yersinia,01,Infections
020.8,ICD9CM,Other specified types of plague,ID_032,Yersinia,01,Infections
021.9,ICD9CM,Tularemia NOS,ID_033,Francisella,01,Infections
021.8,ICD9CM,Other specified tularemia,ID_033,Francisella,01,Infections
021,ICD9CM,Tularemia,ID_033,Francisella,01,Infections
021.0,ICD9CM,Ulceroglandular tularemia,ID_033,Francisella,01,Infections
021.2,ICD9CM,Pulmonary tularemia,ID_033,Francisella,01,Infections
021.3,ICD9CM,Oculoglandular tularemia,ID_033,Francisella,01,Infections
021.1,ICD9CM,Enteric tularemia,ID_033,Francisella,01,Infections
023.3,ICD9CM,Brucella canis,ID_034,Brucella,01,Infections
023.1,ICD9CM,Brucella abortus,ID_034,Brucella,01,Infections
023.0,ICD9CM,Brucella melitensis,ID_034,Brucella,01,Infections
023.8,ICD9CM,Other brucellosis,ID_034,Brucella,01,Infections
023,ICD9CM,Brucellosis,ID_034,Brucella,01,Infections
023.9,ICD9CM,Brucellosis NOS,ID_034,Brucella,01,Infections
023.2,ICD9CM,Brucella suis,ID_034,Brucella,01,Infections
024,ICD9CM,Glanders,ID_035,Burkholderia,01,Infections
025,ICD9CM,Melioidosis,ID_035,Burkholderia,01,Infections
026.0,ICD9CM,Spirillary fever,ID_036,Spirillum,01,Infections
026.1,ICD9CM,Streptobacillary fever,ID_037,Streptobacillus,01,Infections
027.1,ICD9CM,Erysipelothrix infection,ID_038,Erysipelothrix,01,Infections
027.2,ICD9CM,Pasteurellosis,ID_039,Pasteurella,01,Infections
482.84,ICD9CM,Legionnaires' disease,ID_040,Legionella,01,Infections
083.0,ICD9CM,Q fever,ID_041,Coxiella,01,Infections
040.2,ICD9CM,Whipple's disease,ID_042,Tropheryma,01,Infections
074.1,ICD9CM,Epidemic pleurodynia,ID_050,Enterovirus,01,Infections
008.67,ICD9CM,Enteritis due to enterovirus NEC,ID_050,Enterovirus,01,Infections
048,ICD9CM,Other enterovirus diseases of central nervous system,ID_050,Enterovirus,01,Infections
047,ICD9CM,Meningitis due to enterovirus,ID_050,Enterovirus,01,Infections
045.13,ICD9CM,"Acute poliomyelitis with other paralysis, poliovirus type III",ID_050.1,Poliovirus,01,Infections
045.2,ICD9CM,Acute nonparalytic poliomyelitis,ID_050.1,Poliovirus,01,Infections
045,ICD9CM,Acute poliomyelitis,ID_050.1,Poliovirus,01,Infections
045.20,ICD9CM,"Acute nonparalytic poliomyelitis, unspecified type poliovirus",ID_050.1,Poliovirus,01,Infections
045.03,ICD9CM,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type III",ID_050.1,Poliovirus,01,Infections
045.00,ICD9CM,"Acute paralytic poliomyelitis specified as bulbar, unspecified type of poliovirus",ID_050.1,Poliovirus,01,Infections
045.0,ICD9CM,Acute paralytic poliomyelitis specified as bulbar,ID_050.1,Poliovirus,01,Infections
045.1,ICD9CM,Acute poliomyelitis with other paralysis,ID_050.1,Poliovirus,01,Infections
045.10,ICD9CM,"Acute poliomyelitis with other paralysis, unspecified type of poliovirus",ID_050.1,Poliovirus,01,Infections
045.11,ICD9CM,"Acute poliomyelitis with other paralysis, poliovirus type I",ID_050.1,Poliovirus,01,Infections
045.12,ICD9CM,"Acute poliomyelitis with other paralysis, poliovirus type II",ID_050.1,Poliovirus,01,Infections
045.23,ICD9CM,"Acute nonparalytic poliomyelitis, poliovirus type III",ID_050.1,Poliovirus,01,Infections
045.02,ICD9CM,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type II",ID_050.1,Poliovirus,01,Infections
138,ICD9CM,Late effects of acute poliomyelitis,ID_050.1,Poliovirus,01,Infections
045.92,ICD9CM,"Acute poliomyelitis, unspecified, poliovirus type II",ID_050.1,Poliovirus,01,Infections
045.21,ICD9CM,"Acute nonparalytic poliomyelitis, poliovirus type I",ID_050.1,Poliovirus,01,Infections
045.93,ICD9CM,"Acute poliomyelitis, unspecified, poliovirus type III",ID_050.1,Poliovirus,01,Infections
045.91,ICD9CM,"Acute poliomyelitis, unspecified, poliovirus type I",ID_050.1,Poliovirus,01,Infections
045.9,ICD9CM,"Acute poliomyelitis, unspecified",ID_050.1,Poliovirus,01,Infections
045.01,ICD9CM,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type I",ID_050.1,Poliovirus,01,Infections
045.90,ICD9CM,"Acute poliomyelitis, unspecified, poliovirus, unspecified type",ID_050.1,Poliovirus,01,Infections
045.22,ICD9CM,"Acute nonparalytic poliomyelitis, poliovirus type II",ID_050.1,Poliovirus,01,Infections
730.73,ICD9CM,"Osteopathy resulting from poliomyelitis, involving forearm",ID_050.1,Poliovirus,01,Infections
730.70,ICD9CM,"Osteopathy resulting from poliomyelitis, involving unspecified site",ID_050.1,Poliovirus,01,Infections
730.7,ICD9CM,Osteopathy resulting from poliomyelitis,ID_050.1,Poliovirus,01,Infections
730.79,ICD9CM,"Osteopathy resulting from poliomyelitis, involving multiple sites",ID_050.1,Poliovirus,01,Infections
730.78,ICD9CM,"Osteopathy resulting from poliomyelitis, involving other specified sites",ID_050.1,Poliovirus,01,Infections
730.71,ICD9CM,"Osteopathy resulting from poliomyelitis, involving shoulder region",ID_050.1,Poliovirus,01,Infections
730.76,ICD9CM,"Osteopathy resulting from poliomyelitis, involving lower leg",ID_050.1,Poliovirus,01,Infections
730.75,ICD9CM,"Osteopathy resulting from poliomyelitis, involving pelvic region and thigh",ID_050.1,Poliovirus,01,Infections
730.74,ICD9CM,"Osteopathy resulting from poliomyelitis, involving hand",ID_050.1,Poliovirus,01,Infections
730.72,ICD9CM,"Osteopathy resulting from poliomyelitis, involving upper arm",ID_050.1,Poliovirus,01,Infections
730.77,ICD9CM,"Osteopathy resulting from poliomyelitis, involving ankle and foot",ID_050.1,Poliovirus,01,Infections
079.2,ICD9CM,Coxsackie virus infection in conditions classified elsewhere and of unspecified site,ID_050.2,Coxsackie virus,01,Infections
074,ICD9CM,Specific diseases due to Coxsackie virus,ID_050.2,Coxsackie virus,01,Infections
074.8,ICD9CM,Coxsackie virus NEC,ID_050.2,Coxsackie virus,01,Infections
074.22,ICD9CM,Coxsackie endocarditis,ID_050.2,Coxsackie virus,01,Infections
074.21,ICD9CM,Coxsackie pericarditis,ID_050.2,Coxsackie virus,01,Infections
074.23,ICD9CM,Coxsackie myocarditis,ID_050.2,Coxsackie virus,01,Infections
074.2,ICD9CM,Coxsackie carditis,ID_050.2,Coxsackie virus,01,Infections
074.20,ICD9CM,Coxsackie carditis NOS,ID_050.2,Coxsackie virus,01,Infections
077.4,ICD9CM,Epidemic hemorrhagic conjunctivitis,ID_050.2,Coxsackie virus,01,Infections
047.0,ICD9CM,Meningitis due to coxsackie virus,ID_050.2,Coxsackie virus,01,Infections
047.1,ICD9CM,Meningitis due to ECHO virus,ID_050.3,ECHO virus,01,Infections
079.1,ICD9CM,ECHO virus infection in conditions classified elsewhere and of unspecified site,ID_050.3,ECHO virus,01,Infections
074.3,ICD9CM,"Hand, foot, and mouth disease",ID_050.4,"Hand, foot, and mouth disease",01,Infections
074.0,ICD9CM,Herpangina,ID_050.5,Enteroviral vesicular pharyngitis,01,Infections
079.3,ICD9CM,Rhinovirus infection in conditions classified elsewhere and of unspecified site,ID_050.6,Rhinovirus,01,Infections
058.1,ICD9CM,Roseola infantum,ID_052,Herpesvirus,01,Infections
058,ICD9CM,Other human herpesvirus,ID_052,Herpesvirus,01,Infections
058.8,ICD9CM,Other human herpesvirus infections,ID_052,Herpesvirus,01,Infections
058.89,ICD9CM,Other human herpesvirus infection,ID_052,Herpesvirus,01,Infections
058.10,ICD9CM,Roseola infantum NOS,ID_052,Herpesvirus,01,Infections
058.2,ICD9CM,Other human herpesvirus encephalitis,ID_052,Herpesvirus,01,Infections
058.29,ICD9CM,Other human herpesvirus encephalitis,ID_052,Herpesvirus,01,Infections
054.74,ICD9CM,Herpes simplex myelitis,ID_052.1,Herpes simplex,01,Infections
054.42,ICD9CM,Dendritic keratitis,ID_052.1,Herpes simplex,01,Infections
054.3,ICD9CM,Herpetic meningoencephalitis,ID_052.1,Herpes simplex,01,Infections
054.72,ICD9CM,Herpes simplex meningitis,ID_052.1,Herpes simplex,01,Infections
054.6,ICD9CM,Herpetic whitlow,ID_052.1,Herpes simplex,01,Infections
054.7,ICD9CM,Herpes simplex with other specified complications,ID_052.1,Herpes simplex,01,Infections
054.71,ICD9CM,Herpes simplex visceral,ID_052.1,Herpes simplex,01,Infections
054.10,ICD9CM,Genital herpes NOS,ID_052.1,Herpes simplex,01,Infections
054.11,ICD9CM,Herpetic vulvovaginitis,ID_052.1,Herpes simplex,01,Infections
054.8,ICD9CM,Herpes simplex with unspecified complication,ID_052.1,Herpes simplex,01,Infections
054.9,ICD9CM,Herpes simplex without mention of complication,ID_052.1,Herpes simplex,01,Infections
054.73,ICD9CM,Herpes simplex otitis externa,ID_052.1,Herpes simplex,01,Infections
054.5,ICD9CM,Herpetic septicemia,ID_052.1,Herpes simplex,01,Infections
054.49,ICD9CM,Herpes simplex with other ophthalmic complications,ID_052.1,Herpes simplex,01,Infections
054.1,ICD9CM,Genital herpes,ID_052.1,Herpes simplex,01,Infections
054,ICD9CM,Herpes simplex,ID_052.1,Herpes simplex,01,Infections
054.0,ICD9CM,Eczema herpeticum,ID_052.1,Herpes simplex,01,Infections
054.19,ICD9CM,Other genital herpes,ID_052.1,Herpes simplex,01,Infections
054.13,ICD9CM,Herpetic infection of penis,ID_052.1,Herpes simplex,01,Infections
054.2,ICD9CM,Herpetic gingivostomatitis,ID_052.1,Herpes simplex,01,Infections
054.4,ICD9CM,Herpes simplex with ophthalmic complications,ID_052.1,Herpes simplex,01,Infections
054.40,ICD9CM,Herpes simplex with unspecified ophthalmic complication,ID_052.1,Herpes simplex,01,Infections
054.41,ICD9CM,Herpes simplex dermatitis of eyelid,ID_052.1,Herpes simplex,01,Infections
054.44,ICD9CM,Herpes simplex iridocyclitis,ID_052.1,Herpes simplex,01,Infections
054.43,ICD9CM,Herpes simplex disciform keratitis,ID_052.1,Herpes simplex,01,Infections
054.79,ICD9CM,Herpes simplex with other specified complications,ID_052.1,Herpes simplex,01,Infections
054.12,ICD9CM,Herpetic ulceration of vulva,ID_052.1,Herpes simplex,01,Infections
052.2,ICD9CM,Postvaricella myelitis,ID_052.31,Varicella [chickenpox],01,Infections
052.7,ICD9CM,Chickenpox with other specified complications,ID_052.31,Varicella [chickenpox],01,Infections
052.8,ICD9CM,Chickenpox with unspecified complication,ID_052.31,Varicella [chickenpox],01,Infections
052,ICD9CM,Chickenpox,ID_052.31,Varicella [chickenpox],01,Infections
052.9,ICD9CM,Varicella uncomplicated,ID_052.31,Varicella [chickenpox],01,Infections
052.1,ICD9CM,Varicella (hemorrhagic) pneumonitis,ID_052.31,Varicella [chickenpox],01,Infections
052.0,ICD9CM,Postvaricella encephalitis,ID_052.31,Varicella [chickenpox],01,Infections
053.71,ICD9CM,Otitis externa due to herpes zoster,ID_052.32,Herpes zoster,01,Infections
053.21,ICD9CM,Herpes zoster keratoconjunctivitis,ID_052.32,Herpes zoster,01,Infections
053.22,ICD9CM,Herpes zoster iridocyclitis,ID_052.32,Herpes zoster,01,Infections
053.2,ICD9CM,Herpes zoster with ophthalmic complications,ID_052.32,Herpes zoster,01,Infections
053.0,ICD9CM,Herpes zoster with meningitis,ID_052.32,Herpes zoster,01,Infections
053.29,ICD9CM,Herpes zoster with other ophthalmic complications,ID_052.32,Herpes zoster,01,Infections
053.20,ICD9CM,Herpes zoster dermatitis of eyelid,ID_052.32,Herpes zoster,01,Infections
053.1,ICD9CM,Herpes zoster with other nervous system complications,ID_052.32,Herpes zoster,01,Infections
053,ICD9CM,Herpes zoster,ID_052.32,Herpes zoster,01,Infections
053.10,ICD9CM,Herpes zoster with unspecified nervous system complication,ID_052.32,Herpes zoster,01,Infections
053.11,ICD9CM,Geniculate herpes zoster,ID_052.32,Herpes zoster,01,Infections
053.8,ICD9CM,Herpes zoster with unspecified complication,ID_052.32,Herpes zoster,01,Infections
053.79,ICD9CM,Herpes zoster with other specified complications,ID_052.32,Herpes zoster,01,Infections
053.7,ICD9CM,Herpes zoster with other specified complications,ID_052.32,Herpes zoster,01,Infections
053.9,ICD9CM,Herpes zoster without mention of complication,ID_052.32,Herpes zoster,01,Infections
053.19,ICD9CM,Herpes zoster with other nervous system complications,ID_052.32,Herpes zoster,01,Infections
053.14,ICD9CM,Herpes zoster myelitis,ID_052.32,Herpes zoster,01,Infections
053.13,ICD9CM,Postherpetic polyneuropathy,ID_052.32,Herpes zoster,01,Infections
053.12,ICD9CM,Postherpetic trigeminal neuralgia,ID_052.32,Herpes zoster,01,Infections
075,ICD9CM,Infectious mononucleosis,ID_052.4,Infectious mononucleosis,01,Infections
078.5,ICD9CM,Cytomegaloviral disease,ID_052.5,Cytomegalovirus [CMV],01,Infections
484.1,ICD9CM,Pneumonia in cytomegalic inclusion disease,ID_052.5,Cytomegalovirus [CMV],01,Infections
771.1,ICD9CM,Congenital cytomegalovirus infection,ID_052.5,Cytomegalovirus [CMV],01,Infections
058.21,ICD9CM,Human herpesvirus 6 encephalitis,ID_052.6,Human herpesvirus 6,01,Infections
058.11,ICD9CM,Roseola infantum due to human herpesvirus 6,ID_052.6,Human herpesvirus 6,01,Infections
058.81,ICD9CM,Human herpesvirus 6 infection,ID_052.6,Human herpesvirus 6,01,Infections
058.82,ICD9CM,Human herpesvirus 7 infection,ID_052.7,Human herpesvirus 7,01,Infections
058.12,ICD9CM,Roseola infantum due to human herpesvirus 7,ID_052.7,Human herpesvirus 7,01,Infections
079.83,ICD9CM,Parvovirus B19,ID_053,Parvovirus,01,Infections
057.0,ICD9CM,Erythema infectiosum,ID_053,Parvovirus,01,Infections
070.49,ICD9CM,Other specified viral hepatitis with hepatic coma,ID_054,Hepatovirus,01,Infections
070.59,ICD9CM,Other specified viral hepatitis without mention of hepatic coma,ID_054,Hepatovirus,01,Infections
070.5,ICD9CM,Other specified viral hepatitis without mention of hepatic coma,ID_054,Hepatovirus,01,Infections
070.6,ICD9CM,Unspecified viral hepatitis with hepatic coma,ID_054,Hepatovirus,01,Infections
070.9,ICD9CM,Unspecified viral hepatitis without mention of hepatic coma,ID_054,Hepatovirus,01,Infections
070,ICD9CM,Viral hepatitis,ID_054,Hepatovirus,01,Infections
